//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
8776
445624.40870102;5696600.07169922;472.77244999;0.301961;0.301961;0.305882;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.124426;0.124426;-0.124426;1.000000;1.000000
445624.43970116;5696600.25099762;472.76905014;0.360784;0.333333;0.313725;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.108927;0.108927;-0.108927;1.000000;1.000000
445624.40090187;5696600.06310089;472.77204992;0.247059;0.258824;0.27451;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.132226;0.132226;-0.132226;1.000000;1.000000
445624.36460121;5696600.02440079;472.77224972;0.176471;0.192157;0.211765;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.168526;0.168526;-0.168526;1.000000;1.000000
445624.33910187;5696600.18079956;472.77994968;0.372549;0.345098;0.333333;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.194026;0.194026;-0.194026;1.000000;1.000000
445624.36550148;5696600.21109970;472.77454998;0.356863;0.341176;0.341176;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.168388;0.168388;-0.168388;1.000000;1.000000
445624.34350212;5696600.12669952;472.77714970;0.329412;0.309804;0.298039;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.189625;0.189625;-0.189625;1.000000;1.000000
445624.35200127;5696600.11659821;472.77514984;0.313725;0.309804;0.305882;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.181126;0.181126;-0.181126;1.000000;1.000000
445624.38970192;5696600.11779984;472.77215006;0.231373;0.235294;0.25098;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.143425;0.143425;-0.143425;1.000000;1.000000
445624.37860115;5696600.12579926;472.77414991;0.290196;0.290196;0.298039;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.154526;0.154526;-0.154526;1.000000;1.000000
445624.42610176;5696600.08180054;472.77105000;0.223529;0.223529;0.235294;14649.000000;1.000000;1.000000;1.000000;1.000000;-0.107026;0.107026;-0.107026;1.000000;1.000000
445624.42760094;5696600.07459839;472.77334978;0.207843;0.211765;0.223529;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.105526;0.105526;-0.105526;1.000000;1.000000
445624.41010101;5696600.03650101;472.77215006;0.192157;0.207843;0.223529;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.123026;0.123026;-0.123026;1.000000;1.000000
445624.40330132;5696599.99040039;472.77594997;0.301961;0.341176;0.356863;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.129826;0.129826;-0.129826;1.000000;1.000000
445624.37260063;5696600.03529938;472.77274992;0.203922;0.215686;0.231373;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.160527;0.160527;-0.160527;1.000000;1.000000
445624.40330132;5696600.21240051;472.76924994;0.407843;0.388235;0.376471;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.130988;0.130988;-0.130988;1.000000;1.000000
445624.42210205;5696600.21299942;472.76774981;0.290196;0.282353;0.282353;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.112482;0.112482;-0.112482;1.000000;1.000000
445624.43060120;5696600.20289810;472.76574995;0.278431;0.266667;0.270588;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.102836;0.102836;-0.102836;1.000000;1.000000
445624.38440140;5696600.21169861;472.77304985;0.462745;0.435294;0.423529;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.149653;0.149653;-0.149653;1.000000;1.000000
445624.38220222;5696600.06249817;472.77115013;0.25098;0.258824;0.270588;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.150925;0.150925;-0.150925;1.000000;1.000000
445624.39770134;5696600.12869843;472.77264978;0.301961;0.298039;0.301961;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.135426;0.135426;-0.135426;1.000000;1.000000
445624.43480118;5696600.14869888;472.76765015;0.34902;0.329412;0.321569;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.098326;0.098326;-0.098326;1.000000;1.000000
445624.34770210;5696600.19869812;472.78055002;0.384314;0.360784;0.34902;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.185458;0.185458;-0.185458;1.000000;1.000000
445624.38880165;5696600.10859879;472.77204992;0.282353;0.282353;0.286275;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.144326;0.144326;-0.144326;1.000000;1.000000
445624.43150146;5696600.21209915;472.76585009;0.313725;0.294118;0.286275;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.103068;0.103068;-0.103068;1.000000;1.000000
445624.37020119;5696600.13590057;472.77384998;0.333333;0.32549;0.32549;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.162926;0.162926;-0.162926;1.000000;1.000000
445624.35720070;5696599.99699982;472.77395012;0.72549;0.74902;0.756863;48573.000000;1.000000;1.000000;1.000000;1.000000;-0.175927;0.175927;-0.175927;1.000000;1.000000
445624.39000137;5696600.07110031;472.77164986;0.321569;0.32549;0.329412;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.143126;0.143126;-0.143126;1.000000;1.000000
445624.37570198;5696600.21949966;472.77504971;0.431373;0.407843;0.396078;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.159304;0.159304;-0.159304;1.000000;1.000000
445624.41580208;5696600.14579971;472.76905014;0.368627;0.352941;0.34902;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.117325;0.117325;-0.117325;1.000000;1.000000
445624.38520248;5696599.99669846;472.77524998;0.658824;0.686275;0.698039;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.147925;0.147925;-0.147925;1.000000;1.000000
445624.41960152;5696600.06360062;472.77285006;0.247059;0.254902;0.262745;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.113526;0.113526;-0.113526;1.000000;1.000000
445624.33460243;5696600.10650070;472.77654984;0.34902;0.333333;0.329412;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.198525;0.198525;-0.198525;1.000000;1.000000
445624.36670120;5696600.17359741;472.77414991;0.368627;0.345098;0.337255;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.166426;0.166426;-0.166426;1.000000;1.000000
445624.42530067;5696600.14729889;472.76944973;0.364706;0.345098;0.341176;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.107827;0.107827;-0.107827;1.000000;1.000000
445624.39700134;5696600.14520081;472.77054979;0.321569;0.309804;0.309804;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.136126;0.136126;-0.136126;1.000000;1.000000
445624.33820160;5696600.17149933;472.77985003;0.317647;0.294118;0.282353;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.194926;0.194926;-0.194926;1.000000;1.000000
445624.40210159;5696600.02559860;472.77164986;0.215686;0.239216;0.25098;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.131026;0.131026;-0.131026;1.000000;1.000000
445624.42730148;5696600.11899765;472.76924994;0.321569;0.313725;0.313725;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.105826;0.105826;-0.105826;1.000000;1.000000
445624.40000160;5696600.05380066;472.77185013;0.231373;0.243137;0.258824;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.133126;0.133126;-0.133126;1.000000;1.000000
445624.41500099;5696600.13879974;472.77124979;0.32549;0.313725;0.321569;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.118126;0.118126;-0.118126;1.000000;1.000000
445624.40480240;5696600.20289810;472.76924994;0.380392;0.364706;0.360784;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.128569;0.128569;-0.128569;1.000000;1.000000
445624.35330208;5696600.07909973;472.77244999;0.309804;0.313725;0.321569;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.179825;0.179825;-0.179825;1.000000;1.000000
445624.39580162;5696600.18269928;472.77094986;0.317647;0.301961;0.301961;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.137326;0.137326;-0.137326;1.000000;1.000000
445624.42420204;5696600.18479736;472.76755001;0.305882;0.298039;0.305882;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.108925;0.108925;-0.108925;1.000000;1.000000
445624.39330109;5696600.00770004;472.77334978;0.666667;0.694118;0.705882;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.139826;0.139826;-0.139826;1.000000;1.000000
445624.33320244;5696600.11599930;472.77654984;0.341176;0.32549;0.317647;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.199925;0.199925;-0.199925;1.000000;1.000000
445624.37640198;5696600.20080002;472.77255013;0.345098;0.329412;0.329412;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.156831;0.156831;-0.156831;1.000000;1.000000
445624.34180077;5696600.13389786;472.77724983;0.333333;0.317647;0.313725;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.191327;0.191327;-0.191327;1.000000;1.000000
445624.37080200;5696600.11720093;472.77364971;0.337255;0.333333;0.337255;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.162325;0.162325;-0.162325;1.000000;1.000000
445624.34310158;5696600.09639938;472.77444984;0.384314;0.376471;0.364706;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.190026;0.190026;-0.190026;1.000000;1.000000
445624.35450180;5696600.04170044;472.77204992;0.223529;0.235294;0.258824;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.178626;0.178626;-0.178626;1.000000;1.000000
445624.39200218;5696600.04289825;472.77145006;0.215686;0.223529;0.231373;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.141125;0.141125;-0.141125;1.000000;1.000000
445624.40440186;5696600.17489822;472.77124979;0.345098;0.32549;0.321569;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.128726;0.128726;-0.128726;1.000000;1.000000
445624.36400230;5696600.24629791;472.77724983;0.364706;0.337255;0.317647;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.176689;0.176689;-0.176689;1.000000;1.000000
445624.34670074;5696600.23839767;472.78335001;0.419608;0.384314;0.368627;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.191349;0.191349;-0.191349;1.000000;1.000000
445624.41200073;5696600.23019989;472.76984980;0.447059;0.423529;0.407843;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.126136;0.126136;-0.126136;1.000000;1.000000
445624.37000092;5696600.10790070;472.77355005;0.282353;0.286275;0.298039;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.163126;0.163126;-0.163126;1.000000;1.000000
445624.41320236;5696600.19280060;472.76714994;0.329412;0.317647;0.321569;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.119925;0.119925;-0.119925;1.000000;1.000000
445624.37180145;5696600.05169876;472.77294971;0.239216;0.247059;0.262745;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.161326;0.161326;-0.161326;1.000000;1.000000
445624.38100250;5696600.09989746;472.77154972;0.337255;0.337255;0.341176;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.152125;0.152125;-0.152125;1.000000;1.000000
445624.38230141;5696600.23990067;472.77334978;0.384314;0.360784;0.345098;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.157346;0.157346;-0.157346;1.000000;1.000000
445624.42000206;5696600.24119766;472.77035000;0.458824;0.427451;0.403922;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.122189;0.122189;-0.122189;1.000000;1.000000
445624.38670166;5696600.13680084;472.77224972;0.290196;0.282353;0.290196;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.146426;0.146426;-0.146426;1.000000;1.000000
445624.39460190;5696600.22019775;472.77124979;0.466667;0.443137;0.431373;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.140793;0.140793;-0.140793;1.000000;1.000000
445624.36720093;5696600.22960098;472.77714970;0.356863;0.333333;0.321569;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.169465;0.169465;-0.169465;1.000000;1.000000
445624.33770187;5696600.01280029;472.77325012;0.239216;0.258824;0.270588;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.195426;0.195426;-0.195426;1.000000;1.000000
445624.39250191;5696600.24839981;472.77154972;0.423529;0.392157;0.372549;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.150408;0.150408;-0.150408;1.000000;1.000000
445624.37800224;5696600.14459808;472.77434971;0.309804;0.294118;0.294118;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.155125;0.155125;-0.155125;1.000000;1.000000
445624.35800179;5696600.18139847;472.77614977;0.384314;0.360784;0.352941;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.175126;0.175126;-0.175126;1.000000;1.000000
445624.40910156;5696600.09969910;472.77054979;0.239216;0.235294;0.25098;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.124026;0.124026;-0.124026;1.000000;1.000000
445624.36510094;5696599.98449905;472.78114988;0.380392;0.403922;0.403922;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.168026;0.168026;-0.168026;1.000000;1.000000
445624.38010223;5696600.09070023;472.77145006;0.282353;0.290196;0.305882;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.153025;0.153025;-0.153025;1.000000;1.000000
445624.37510117;5696600.23829849;472.77524998;0.396078;0.364706;0.345098;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.163821;0.163821;-0.163821;1.000000;1.000000
445624.39090164;5696600.08040054;472.76944973;0.282353;0.286275;0.298039;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.142226;0.142226;-0.142226;1.000000;1.000000
445624.43010147;5696600.24959763;472.77094986;0.427451;0.4;0.376471;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.116585;0.116585;-0.116585;1.000000;1.000000
445624.41770180;5696600.09189804;472.77084972;0.25098;0.25098;0.258824;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.115426;0.115426;-0.115426;1.000000;1.000000
445624.43110092;5696600.18409927;472.76784994;0.32549;0.317647;0.313725;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.102026;0.102026;-0.102026;1.000000;1.000000
445624.36600121;5696600.01489838;472.77224972;0.368627;0.392157;0.403922;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.167126;0.167126;-0.167126;1.000000;1.000000
445624.41450127;5696600.15759857;472.76914980;0.345098;0.329412;0.329412;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.118626;0.118626;-0.118626;1.000000;1.000000
445624.41040237;5696600.06450089;472.77244999;0.282353;0.294118;0.305882;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.122725;0.122725;-0.122725;1.000000;1.000000
445624.34510239;5696600.24559982;472.78104975;0.392157;0.356863;0.345098;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.194655;0.194655;-0.194655;1.000000;1.000000
445624.37260063;5696600.06099899;472.77304985;0.254902;0.262745;0.278431;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.160527;0.160527;-0.160527;1.000000;1.000000
445624.40110214;5696600.01629837;472.77384998;0.4;0.427451;0.439216;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.132025;0.132025;-0.132025;1.000000;1.000000
445624.39380081;5696599.98889740;472.77544977;0.294118;0.333333;0.34902;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.139327;0.139327;-0.139327;1.000000;1.000000
445624.36820229;5696600.16419800;472.77404978;0.329412;0.313725;0.309804;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.164925;0.164925;-0.164925;1.000000;1.000000
445624.39310081;5696600.22960098;472.77134993;0.423529;0.403922;0.396078;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.144230;0.144230;-0.144230;1.000000;1.000000
445624.43020065;5696600.22389801;472.76594975;0.345098;0.321569;0.305882;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.106927;0.106927;-0.106927;1.000000;1.000000
445624.43420227;5696600.16749771;472.76784994;0.294118;0.278431;0.27451;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.098925;0.098925;-0.098925;1.000000;1.000000
445624.37700089;5696599.98570068;472.77934982;0.317647;0.34902;0.34902;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.156126;0.156126;-0.156126;1.000000;1.000000
445624.35670097;5696600.21890076;472.77885010;0.384314;0.360784;0.345098;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.178014;0.178014;-0.178014;1.000000;1.000000
445624.36250122;5696600.05259903;472.77255013;0.25098;0.262745;0.278431;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.170626;0.170626;-0.170626;1.000000;1.000000
445624.41300209;5696600.01750000;472.77204992;0.317647;0.345098;0.356863;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.120125;0.120125;-0.120125;1.000000;1.000000
445624.37600143;5696600.17280014;472.77454998;0.368627;0.345098;0.337255;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.157126;0.157126;-0.157126;1.000000;1.000000
445624.43390091;5696600.13949783;472.76975014;0.337255;0.321569;0.317647;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.099226;0.099226;-0.099226;1.000000;1.000000
445624.40390213;5696600.19359787;472.76905014;0.356863;0.345098;0.341176;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.129225;0.129225;-0.129225;1.000000;1.000000
445624.33390244;5696600.09729965;472.77404978;0.333333;0.32549;0.321569;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.199225;0.199225;-0.199225;1.000000;1.000000
445624.37140091;5696600.09849747;472.77344992;0.282353;0.290196;0.298039;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.161726;0.161726;-0.161726;1.000000;1.000000
445624.43340118;5696600.15819748;472.76765015;0.341176;0.321569;0.305882;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.099726;0.099726;-0.099726;1.000000;1.000000
445624.39370163;5696600.21089752;472.77115013;0.431373;0.411765;0.403922;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.140326;0.140326;-0.140326;1.000000;1.000000
445624.33970078;5696600.16200073;472.77974989;0.352941;0.317647;0.298039;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.193427;0.193427;-0.193427;1.000000;1.000000
445624.38950165;5696600.08979996;472.76954987;0.286275;0.286275;0.298039;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.143626;0.143626;-0.143626;1.000000;1.000000
445624.41880234;5696600.05439957;472.77274992;0.258824;0.270588;0.278431;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.114325;0.114325;-0.114325;1.000000;1.000000
445624.41250237;5696600.18580063;472.76935007;0.321569;0.309804;0.309804;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.120625;0.120625;-0.120625;1.000000;1.000000
445624.35660179;5696600.19090088;472.77624990;0.34902;0.333333;0.329412;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.176526;0.176526;-0.176526;1.000000;1.000000
445624.35830124;5696600.20939835;472.77654984;0.345098;0.329412;0.321569;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.175407;0.175407;-0.175407;1.000000;1.000000
445624.39490135;5696600.17339905;472.77075006;0.341176;0.317647;0.313725;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.138226;0.138226;-0.138226;1.000000;1.000000
445624.35920151;5696600.14389999;472.77574970;0.419608;0.4;0.392157;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.173926;0.173926;-0.173926;1.000000;1.000000
445624.36090096;5696600.13680084;472.77574970;0.380392;0.368627;0.368627;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.172226;0.172226;-0.172226;1.000000;1.000000
445624.41380127;5696599.97999771;472.78095009;0.117647;0.172549;0.164706;10023.000000;1.000000;1.000000;1.000000;1.000000;-0.119326;0.119326;-0.119326;1.000000;1.000000
445624.34430130;5696600.05890091;472.77404978;0.282353;0.282353;0.294118;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.188826;0.188826;-0.188826;1.000000;1.000000
445624.39430244;5696600.19219788;472.77094986;0.337255;0.321569;0.321569;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.138825;0.138825;-0.138825;1.000000;1.000000
445624.42330177;5696600.17550095;472.76744987;0.32549;0.309804;0.313725;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.109826;0.109826;-0.109826;1.000000;1.000000
445624.34570129;5696600.02379807;472.77374985;0.117647;0.137255;0.160784;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.187426;0.187426;-0.187426;1.000000;1.000000
445624.36040123;5696600.10650070;472.77535011;0.305882;0.309804;0.317647;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.172726;0.172726;-0.172726;1.000000;1.000000
445624.35520180;5696600.22830017;472.78125002;0.435294;0.4;0.380392;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.180973;0.180973;-0.180973;1.000000;1.000000
445624.35010155;5696600.17280014;472.77804996;0.305882;0.290196;0.290196;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.183026;0.183026;-0.183026;1.000000;1.000000
445624.37380226;5696600.02350052;472.77264978;0.180392;0.203922;0.219608;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.159325;0.159325;-0.159325;1.000000;1.000000
445624.35980232;5696600.12520035;472.77554991;0.376471;0.360784;0.356863;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.173325;0.173325;-0.173325;1.000000;1.000000
445624.33690079;5696600.20899780;472.78254988;0.309804;0.290196;0.286275;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.196707;0.196707;-0.196707;1.000000;1.000000
445624.41650208;5696600.12940033;472.77124979;0.333333;0.317647;0.321569;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.116625;0.116625;-0.116625;1.000000;1.000000
445624.35260208;5696600.09789856;472.77495005;0.372549;0.368627;0.364706;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.180525;0.180525;-0.180525;1.000000;1.000000
445624.42550095;5696600.10050018;472.77124979;0.270588;0.266667;0.270588;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.107626;0.107626;-0.107626;1.000000;1.000000
445624.35390099;5696600.06040009;472.77224972;0.278431;0.282353;0.298039;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.179226;0.179226;-0.179226;1.000000;1.000000
445624.40510185;5696600.15619858;472.76865007;0.380392;0.360784;0.356863;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.128026;0.128026;-0.128026;1.000000;1.000000
445624.35500153;5696600.02289780;472.77414991;0.141176;0.160784;0.180392;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.178126;0.178126;-0.178126;1.000000;1.000000
445624.36960228;5696600.15469940;472.77404978;0.337255;0.32549;0.317647;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.163525;0.163525;-0.163525;1.000000;1.000000
445624.36200150;5696600.07139786;472.77035000;0.282353;0.290196;0.301961;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.171126;0.171126;-0.171126;1.000000;1.000000
445624.37740143;5696600.16329773;472.77454998;0.321569;0.301961;0.298039;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.155726;0.155726;-0.155726;1.000000;1.000000
445624.36620148;5696600.21809967;472.77465012;0.352941;0.333333;0.333333;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.168503;0.168503;-0.168503;1.000000;1.000000
445624.36310204;5696600.03389938;472.77234985;0.192157;0.203922;0.227451;13107.000000;1.000000;1.000000;1.000000;1.000000;-0.170025;0.170025;-0.170025;1.000000;1.000000
445624.41120155;5696599.99899872;472.77404978;0.607843;0.647059;0.658824;41634.000000;1.000000;1.000000;1.000000;1.000000;-0.121926;0.121926;-0.121926;1.000000;1.000000
445624.38560112;5696600.17429932;472.77264978;0.333333;0.313725;0.305882;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.147526;0.147526;-0.147526;1.000000;1.000000
445624.34260185;5696600.08949860;472.77204992;0.356863;0.352941;0.34902;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.190526;0.190526;-0.190526;1.000000;1.000000
445624.36880119;5696600.14539917;472.77384998;0.352941;0.337255;0.333333;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.164326;0.164326;-0.164326;1.000000;1.000000
445624.38130196;5696600.05319794;472.77105000;0.231373;0.239216;0.25098;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.151825;0.151825;-0.151825;1.000000;1.000000
445624.34600075;5696600.05179794;472.77404978;0.243137;0.25098;0.270588;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.187127;0.187127;-0.187127;1.000000;1.000000
445624.40640076;5696600.14660080;472.77094986;0.364706;0.352941;0.34902;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.126727;0.126727;-0.126727;1.000000;1.000000
445624.35140236;5696600.13529785;472.77535011;0.364706;0.352941;0.34902;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.181725;0.181725;-0.181725;1.000000;1.000000
445624.42930229;5696600.24029739;472.76844980;0.356863;0.329412;0.317647;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.113285;0.113285;-0.113285;1.000000;1.000000
445624.37420090;5696600.22899826;472.77514984;0.423529;0.392157;0.376471;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.162499;0.162499;-0.162499;1.000000;1.000000
445624.42640121;5696600.10980042;472.76905014;0.313725;0.305882;0.309804;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.106726;0.106726;-0.106726;1.000000;1.000000
445624.35240181;5696600.06989868;472.77224972;0.278431;0.286275;0.298039;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.180726;0.180726;-0.180726;1.000000;1.000000
445624.42440231;5696600.13799866;472.76935007;0.360784;0.341176;0.337255;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.108725;0.108725;-0.108725;1.000000;1.000000
445624.36650093;5696599.99609955;472.77434971;0.705882;0.729412;0.737255;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.166626;0.166626;-0.166626;1.000000;1.000000
445624.39290245;5696600.20159729;472.77094986;0.372549;0.356863;0.352941;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.140379;0.140379;-0.140379;1.000000;1.000000
445624.33370216;5696600.06929977;472.77145006;0.34902;0.34902;0.352941;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.199425;0.199425;-0.199425;1.000000;1.000000
445624.41270073;5696600.21150024;472.76734974;0.32549;0.313725;0.313725;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.121559;0.121559;-0.121559;1.000000;1.000000
445624.35360153;5696600.03240021;472.77185013;0.156863;0.172549;0.2;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.179526;0.179526;-0.179526;1.000000;1.000000
445624.40760239;5696600.10919769;472.77054979;0.294118;0.290196;0.294118;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.125525;0.125525;-0.125525;1.000000;1.000000
445624.33480080;5696600.03179749;472.77334978;0.152941;0.168627;0.192157;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.198327;0.198327;-0.198327;1.000000;1.000000
445624.35570152;5696600.00419815;472.77164986;0.662745;0.686275;0.690196;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.177426;0.177426;-0.177426;1.000000;1.000000
445624.33850105;5696599.99640091;472.77304985;0.713725;0.737255;0.752941;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.194626;0.194626;-0.194626;1.000000;1.000000
445624.37570198;5696599.99529846;472.77474977;0.682353;0.709804;0.717647;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.157425;0.157425;-0.157425;1.000000;1.000000
445624.41250237;5696599.98950012;472.77635004;0.305882;0.352941;0.364706;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.120625;0.120625;-0.120625;1.000000;1.000000
445624.42270096;5696600.19420059;472.76765015;0.290196;0.282353;0.290196;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.110426;0.110426;-0.110426;1.000000;1.000000
