//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
445624.37640198;5696600.20080002;472.77255013;88;84;84;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.156831;0.156831;-0.156831;1.000000;1.000000
445624.34180077;5696600.13389786;472.77724983;85;81;80;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.191327;0.191327;-0.191327;1.000000;1.000000
445624.37080200;5696600.11720093;472.77364971;86;85;86;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.162325;0.162325;-0.162325;1.000000;1.000000
445624.34310158;5696600.09639938;472.77444984;98;96;93;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.190026;0.190026;-0.190026;1.000000;1.000000
445624.35450180;5696600.04170044;472.77204992;57;60;66;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.178626;0.178626;-0.178626;1.000000;1.000000
445624.39200218;5696600.04289825;472.77145006;55;57;59;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.141125;0.141125;-0.141125;1.000000;1.000000
445624.40440186;5696600.17489822;472.77124979;88;83;82;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.128726;0.128726;-0.128726;1.000000;1.000000
445624.36400230;5696600.24629791;472.77724983;93;86;81;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.176689;0.176689;-0.176689;1.000000;1.000000
445624.34670074;5696600.23839767;472.78335001;107;98;94;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.191349;0.191349;-0.191349;1.000000;1.000000
445624.41200073;5696600.23019989;472.76984980;114;108;104;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.126136;0.126136;-0.126136;1.000000;1.000000
445624.37000092;5696600.10790070;472.77355005;72;73;76;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.163126;0.163126;-0.163126;1.000000;1.000000
445624.41320236;5696600.19280060;472.76714994;84;81;82;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.119925;0.119925;-0.119925;1.000000;1.000000
445624.37180145;5696600.05169876;472.77294971;61;63;67;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.161326;0.161326;-0.161326;1.000000;1.000000
445624.38100250;5696600.09989746;472.77154972;86;86;87;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.152125;0.152125;-0.152125;1.000000;1.000000
445624.38230141;5696600.23990067;472.77334978;98;92;88;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.157346;0.157346;-0.157346;1.000000;1.000000
445624.42000206;5696600.24119766;472.77035000;117;109;103;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.122189;0.122189;-0.122189;1.000000;1.000000
445624.38670166;5696600.13680084;472.77224972;74;72;74;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.146426;0.146426;-0.146426;1.000000;1.000000
445624.39460190;5696600.22019775;472.77124979;119;113;110;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.140793;0.140793;-0.140793;1.000000;1.000000
445624.36720093;5696600.22960098;472.77714970;91;85;82;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.169465;0.169465;-0.169465;1.000000;1.000000
445624.33770187;5696600.01280029;472.77325012;61;66;69;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.195426;0.195426;-0.195426;1.000000;1.000000
445624.39250191;5696600.24839981;472.77154972;108;100;95;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.150408;0.150408;-0.150408;1.000000;1.000000
445624.37800224;5696600.14459808;472.77434971;79;75;75;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.155125;0.155125;-0.155125;1.000000;1.000000
445624.35800179;5696600.18139847;472.77614977;98;92;90;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.175126;0.175126;-0.175126;1.000000;1.000000
445624.40910156;5696600.09969910;472.77054979;61;60;64;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.124026;0.124026;-0.124026;1.000000;1.000000
445624.36510094;5696599.98449905;472.78114988;97;103;103;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.168026;0.168026;-0.168026;1.000000;1.000000
445624.38010223;5696600.09070023;472.77145006;72;74;78;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.153025;0.153025;-0.153025;1.000000;1.000000
445624.37510117;5696600.23829849;472.77524998;101;93;88;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.163821;0.163821;-0.163821;1.000000;1.000000
445624.39090164;5696600.08040054;472.76944973;72;73;76;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.142226;0.142226;-0.142226;1.000000;1.000000
445624.43010147;5696600.24959763;472.77094986;109;102;96;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.116585;0.116585;-0.116585;1.000000;1.000000
445624.41770180;5696600.09189804;472.77084972;64;64;66;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.115426;0.115426;-0.115426;1.000000;1.000000
445624.43110092;5696600.18409927;472.76784994;83;81;80;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.102026;0.102026;-0.102026;1.000000;1.000000
445624.36600121;5696600.01489838;472.77224972;94;100;103;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.167126;0.167126;-0.167126;1.000000;1.000000
445624.41450127;5696600.15759857;472.76914980;88;84;84;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.118626;0.118626;-0.118626;1.000000;1.000000
445624.41040237;5696600.06450089;472.77244999;72;75;78;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.122725;0.122725;-0.122725;1.000000;1.000000
445624.34510239;5696600.24559982;472.78104975;100;91;88;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.194655;0.194655;-0.194655;1.000000;1.000000
445624.37260063;5696600.06099899;472.77304985;65;67;71;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.160527;0.160527;-0.160527;1.000000;1.000000
445624.40110214;5696600.01629837;472.77384998;102;109;112;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.132025;0.132025;-0.132025;1.000000;1.000000
445624.39380081;5696599.98889740;472.77544977;75;85;89;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.139327;0.139327;-0.139327;1.000000;1.000000
445624.36820229;5696600.16419800;472.77404978;84;80;79;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.164925;0.164925;-0.164925;1.000000;1.000000
445624.39310081;5696600.22960098;472.77134993;108;103;101;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.144230;0.144230;-0.144230;1.000000;1.000000
445624.43020065;5696600.22389801;472.76594975;88;82;78;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.106927;0.106927;-0.106927;1.000000;1.000000
445624.43420227;5696600.16749771;472.76784994;75;71;70;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.098925;0.098925;-0.098925;1.000000;1.000000
445624.37700089;5696599.98570068;472.77934982;81;89;89;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.156126;0.156126;-0.156126;1.000000;1.000000
445624.35670097;5696600.21890076;472.77885010;98;92;88;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.178014;0.178014;-0.178014;1.000000;1.000000
445624.36250122;5696600.05259903;472.77255013;64;67;71;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.170626;0.170626;-0.170626;1.000000;1.000000
445624.41300209;5696600.01750000;472.77204992;81;88;91;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.120125;0.120125;-0.120125;1.000000;1.000000
445624.37600143;5696600.17280014;472.77454998;94;88;86;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.157126;0.157126;-0.157126;1.000000;1.000000
445624.43390091;5696600.13949783;472.76975014;86;82;81;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.099226;0.099226;-0.099226;1.000000;1.000000
445624.40390213;5696600.19359787;472.76905014;91;88;87;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.129225;0.129225;-0.129225;1.000000;1.000000
445624.33390244;5696600.09729965;472.77404978;85;83;82;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.199225;0.199225;-0.199225;1.000000;1.000000
445624.37140091;5696600.09849747;472.77344992;72;74;76;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.161726;0.161726;-0.161726;1.000000;1.000000
445624.43340118;5696600.15819748;472.76765015;87;82;78;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.099726;0.099726;-0.099726;1.000000;1.000000
445624.39370163;5696600.21089752;472.77115013;110;105;103;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.140326;0.140326;-0.140326;1.000000;1.000000
445624.33970078;5696600.16200073;472.77974989;90;81;76;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.193427;0.193427;-0.193427;1.000000;1.000000
445624.38950165;5696600.08979996;472.76954987;73;73;76;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.143626;0.143626;-0.143626;1.000000;1.000000
445624.41880234;5696600.05439957;472.77274992;66;69;71;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.114325;0.114325;-0.114325;1.000000;1.000000
445624.41250237;5696600.18580063;472.76935007;82;79;79;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.120625;0.120625;-0.120625;1.000000;1.000000
445624.35660179;5696600.19090088;472.77624990;89;85;84;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.176526;0.176526;-0.176526;1.000000;1.000000
445624.35830124;5696600.20939835;472.77654984;88;84;82;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.175407;0.175407;-0.175407;1.000000;1.000000
445624.39490135;5696600.17339905;472.77075006;87;81;80;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.138226;0.138226;-0.138226;1.000000;1.000000
445624.35920151;5696600.14389999;472.77574970;107;102;100;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.173926;0.173926;-0.173926;1.000000;1.000000
445624.36090096;5696600.13680084;472.77574970;97;94;94;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.172226;0.172226;-0.172226;1.000000;1.000000
445624.41380127;5696599.97999771;472.78095009;30;44;42;10023.000000;1.000000;1.000000;1.000000;1.000000;-0.119326;0.119326;-0.119326;1.000000;1.000000
445624.34430130;5696600.05890091;472.77404978;72;72;75;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.188826;0.188826;-0.188826;1.000000;1.000000
445624.39430244;5696600.19219788;472.77094986;86;82;82;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.138825;0.138825;-0.138825;1.000000;1.000000
445624.42330177;5696600.17550095;472.76744987;83;79;80;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.109826;0.109826;-0.109826;1.000000;1.000000
445624.34570129;5696600.02379807;472.77374985;30;35;41;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.187426;0.187426;-0.187426;1.000000;1.000000
445624.36040123;5696600.10650070;472.77535011;78;79;81;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.172726;0.172726;-0.172726;1.000000;1.000000
445624.35520180;5696600.22830017;472.78125002;111;102;97;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.180973;0.180973;-0.180973;1.000000;1.000000
445624.35010155;5696600.17280014;472.77804996;78;74;74;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.183026;0.183026;-0.183026;1.000000;1.000000
445624.37380226;5696600.02350052;472.77264978;46;52;56;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.159325;0.159325;-0.159325;1.000000;1.000000
445624.35980232;5696600.12520035;472.77554991;96;92;91;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.173325;0.173325;-0.173325;1.000000;1.000000
445624.33690079;5696600.20899780;472.78254988;79;74;73;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.196707;0.196707;-0.196707;1.000000;1.000000
445624.41650208;5696600.12940033;472.77124979;85;81;82;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.116625;0.116625;-0.116625;1.000000;1.000000
445624.35260208;5696600.09789856;472.77495005;95;94;93;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.180525;0.180525;-0.180525;1.000000;1.000000
445624.42550095;5696600.10050018;472.77124979;69;68;69;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.107626;0.107626;-0.107626;1.000000;1.000000
445624.35390099;5696600.06040009;472.77224972;71;72;76;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.179226;0.179226;-0.179226;1.000000;1.000000
445624.40510185;5696600.15619858;472.76865007;97;92;91;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.128026;0.128026;-0.128026;1.000000;1.000000
445624.35500153;5696600.02289780;472.77414991;36;41;46;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.178126;0.178126;-0.178126;1.000000;1.000000
445624.36960228;5696600.15469940;472.77404978;86;83;81;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.163525;0.163525;-0.163525;1.000000;1.000000
445624.36200150;5696600.07139786;472.77035000;72;74;77;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.171126;0.171126;-0.171126;1.000000;1.000000
445624.37740143;5696600.16329773;472.77454998;82;77;76;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.155726;0.155726;-0.155726;1.000000;1.000000
445624.36620148;5696600.21809967;472.77465012;90;85;85;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.168503;0.168503;-0.168503;1.000000;1.000000
445624.36310204;5696600.03389938;472.77234985;49;52;58;13107.000000;1.000000;1.000000;1.000000;1.000000;-0.170025;0.170025;-0.170025;1.000000;1.000000
445624.41120155;5696599.99899872;472.77404978;155;165;168;41634.000000;1.000000;1.000000;1.000000;1.000000;-0.121926;0.121926;-0.121926;1.000000;1.000000
445624.38560112;5696600.17429932;472.77264978;85;80;78;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.147526;0.147526;-0.147526;1.000000;1.000000
445624.34260185;5696600.08949860;472.77204992;91;90;89;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.190526;0.190526;-0.190526;1.000000;1.000000
445624.36880119;5696600.14539917;472.77384998;90;86;85;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.164326;0.164326;-0.164326;1.000000;1.000000
445624.38130196;5696600.05319794;472.77105000;59;61;64;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.151825;0.151825;-0.151825;1.000000;1.000000
445624.34600075;5696600.05179794;472.77404978;62;64;69;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.187127;0.187127;-0.187127;1.000000;1.000000
445624.40640076;5696600.14660080;472.77094986;93;90;89;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.126727;0.126727;-0.126727;1.000000;1.000000
445624.35140236;5696600.13529785;472.77535011;93;90;89;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.181725;0.181725;-0.181725;1.000000;1.000000
445624.42930229;5696600.24029739;472.76844980;91;84;81;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.113285;0.113285;-0.113285;1.000000;1.000000
445624.37420090;5696600.22899826;472.77514984;108;100;96;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.162499;0.162499;-0.162499;1.000000;1.000000
445624.42640121;5696600.10980042;472.76905014;80;78;79;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.106726;0.106726;-0.106726;1.000000;1.000000
445624.35240181;5696600.06989868;472.77224972;71;73;76;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.180726;0.180726;-0.180726;1.000000;1.000000
445624.42440231;5696600.13799866;472.76935007;92;87;86;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.108725;0.108725;-0.108725;1.000000;1.000000
445624.36650093;5696599.99609955;472.77434971;180;186;188;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.166626;0.166626;-0.166626;1.000000;1.000000
445624.39290245;5696600.20159729;472.77094986;95;91;90;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.140379;0.140379;-0.140379;1.000000;1.000000
445624.33370216;5696600.06929977;472.77145006;89;89;90;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.199425;0.199425;-0.199425;1.000000;1.000000
445624.41270073;5696600.21150024;472.76734974;83;80;80;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.121559;0.121559;-0.121559;1.000000;1.000000
445624.35360153;5696600.03240021;472.77185013;40;44;51;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.179526;0.179526;-0.179526;1.000000;1.000000
445624.40760239;5696600.10919769;472.77054979;75;74;75;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.125525;0.125525;-0.125525;1.000000;1.000000
445624.33480080;5696600.03179749;472.77334978;39;43;49;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.198327;0.198327;-0.198327;1.000000;1.000000
445624.35570152;5696600.00419815;472.77164986;169;175;176;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.177426;0.177426;-0.177426;1.000000;1.000000
445624.33850105;5696599.99640091;472.77304985;182;188;192;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.194626;0.194626;-0.194626;1.000000;1.000000
445624.37570198;5696599.99529846;472.77474977;174;181;183;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.157425;0.157425;-0.157425;1.000000;1.000000
445624.41250237;5696599.98950012;472.77635004;78;90;93;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.120625;0.120625;-0.120625;1.000000;1.000000
445624.42270096;5696600.19420059;472.76765015;74;72;74;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.110426;0.110426;-0.110426;1.000000;1.000000
445624.39470108;5696599.99819763;472.77565004;167;175;177;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.138426;0.138426;-0.138426;1.000000;1.000000
445624.41710098;5696600.11059769;472.77105000;81;79;80;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.116026;0.116026;-0.116026;1.000000;1.000000
445624.35610207;5696600.23760040;472.77904989;104;96;92;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.182035;0.182035;-0.182035;1.000000;1.000000
445624.40060242;5696600.03510101;472.77164986;55;58;60;14649.000000;1.000000;1.000000;1.000000;1.000000;-0.132525;0.132525;-0.132525;1.000000;1.000000
445624.34500130;5696600.01449783;472.77124979;61;66;70;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.188126;0.188126;-0.188126;1.000000;1.000000
445624.41830070;5696600.09879883;472.77094986;63;62;65;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.114827;0.114827;-0.114827;1.000000;1.000000
445624.40150078;5696600.04429825;472.77185013;65;68;69;17219.000000;1.000000;1.000000;1.000000;1.000000;-0.131627;0.131627;-0.131627;1.000000;1.000000
445624.35820206;5696599.98509796;472.78084995;101;109;108;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.174925;0.174925;-0.174925;1.000000;1.000000
445624.42080124;5696600.02619751;472.77255013;39;43;47;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.112326;0.112326;-0.112326;1.000000;1.000000
445624.33420189;5696600.05050095;472.77355005;62;64;68;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.198925;0.198925;-0.198925;1.000000;1.000000
445624.36110123;5696600.08779724;472.77285006;77;79;82;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.172026;0.172026;-0.172026;1.000000;1.000000
445624.38330086;5696600.02499969;472.77314999;52;56;58;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.149827;0.149827;-0.149827;1.000000;1.000000
445624.34320076;5696600.07069977;472.77185013;71;73;76;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.189927;0.189927;-0.189927;1.000000;1.000000
445624.42000206;5696600.01689728;472.77234985;66;72;75;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.113125;0.113125;-0.113125;1.000000;1.000000
445624.41050156;5696600.23969849;472.76994993;117;110;106;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.130516;0.130516;-0.130516;1.000000;1.000000
445624.40690239;5696600.12789734;472.77304985;83;80;81;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.126225;0.126225;-0.126225;1.000000;1.000000
445624.41910179;5696600.08239944;472.77075006;67;66;68;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.114026;0.114026;-0.114026;1.000000;1.000000
445624.34660156;5696600.03299912;472.77384998;41;44;51;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.186526;0.186526;-0.186526;1.000000;1.000000
445624.39170082;5696600.01479919;472.77334978;100;106;108;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.141427;0.141427;-0.141427;1.000000;1.000000
445624.33460243;5696600.07860001;472.77154972;93;91;91;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.198525;0.198525;-0.198525;1.000000;1.000000
445624.39900215;5696600.09129913;472.76994993;67;67;71;17219.000000;1.000000;1.000000;1.000000;1.000000;-0.134125;0.134125;-0.134125;1.000000;1.000000
445624.38300140;5696600.24690063;472.77344992;93;87;82;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.158818;0.158818;-0.158818;1.000000;1.000000
445624.42060097;5696600.24809845;472.77045013;108;101;96;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.124417;0.124417;-0.124417;1.000000;1.000000
445624.41400154;5696600.17629822;472.76935007;79;76;77;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.119126;0.119126;-0.119126;1.000000;1.000000
445624.39020164;5696600.09910019;472.77194979;83;82;83;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.142926;0.142926;-0.142926;1.000000;1.000000
445624.43890198;5696600.24180038;472.76655008;84;76;72;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.105234;0.105234;-0.105234;1.000000;1.000000
445624.40970238;5696600.08099945;472.77035000;63;63;67;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.123425;0.123425;-0.123425;1.000000;1.000000
445624.35780151;5696600.15339859;472.77584984;99;94;91;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.175326;0.175326;-0.175326;1.000000;1.000000
445624.37530144;5696600.01399811;472.77264978;86;93;96;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.157826;0.157826;-0.157826;1.000000;1.000000
445624.34780128;5696599.99550064;472.77344992;184;190;193;48316.000000;1.000000;1.000000;1.000000;1.000000;-0.185326;0.185326;-0.185326;1.000000;1.000000
445624.38910110;5696600.06180008;472.77145006;69;71;73;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.144026;0.144026;-0.144026;1.000000;1.000000
445624.44090088;5696600.21359833;472.76634981;91;85;81;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.094097;0.094097;-0.094097;1.000000;1.000000
445624.37540062;5696600.19149979;472.77474977;93;87;85;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.157727;0.157727;-0.157727;1.000000;1.000000
445624.38160141;5696600.08119782;472.77134993;76;77;80;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.151526;0.151526;-0.151526;1.000000;1.000000
445624.36340149;5696600.06189926;472.77264978;67;70;73;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.169726;0.169726;-0.169726;1.000000;1.000000
445624.38390167;5696600.00620087;472.77294971;170;177;179;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.149226;0.149226;-0.149226;1.000000;1.000000
445624.39250191;5696600.02409943;472.77355005;52;57;59;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.140625;0.140625;-0.140625;1.000000;1.000000
445624.40190132;5696600.24749954;472.76965000;106;99;95;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.141337;0.141337;-0.141337;1.000000;1.000000
445624.34680183;5696599.98629959;472.77565004;107;115;119;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.186326;0.186326;-0.186326;1.000000;1.000000
445624.36980064;5696600.08000000;472.77084972;68;70;75;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.163327;0.163327;-0.163327;1.000000;1.000000
445624.39800079;5696600.10769852;472.77244999;68;68;70;17476.000000;1.000000;1.000000;1.000000;1.000000;-0.135127;0.135127;-0.135127;1.000000;1.000000
445624.42020233;5696600.04490097;472.77264978;62;65;68;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.112925;0.112925;-0.112925;1.000000;1.000000
445624.39570244;5696600.15699966;472.77054979;91;85;84;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.137425;0.137425;-0.137425;1.000000;1.000000
445624.44040115;5696600.23229797;472.76655008;84;76;72;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.099969;0.099969;-0.099969;1.000000;1.000000
445624.40040215;5696600.08180054;472.76994993;74;75;77;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.132725;0.132725;-0.132725;1.000000;1.000000
445624.42070206;5696600.22249802;472.76784994;88;83;81;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.115748;0.115748;-0.115748;1.000000;1.000000
445624.37660225;5696600.15399750;472.77434971;75;71;71;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.156525;0.156525;-0.156525;1.000000;1.000000
445624.42690094;5696600.09099777;472.77124979;64;63;65;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.106226;0.106226;-0.106226;1.000000;1.000000
445624.36220177;5696600.09929855;472.77304985;80;82;84;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.170926;0.170926;-0.170926;1.000000;1.000000
445624.38460167;5696599.98979767;472.77504971;76;85;89;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.148526;0.148526;-0.148526;1.000000;1.000000
445624.40820129;5696600.09039886;472.77035000;58;59;63;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.124926;0.124926;-0.124926;1.000000;1.000000
445624.42150124;5696600.23169907;472.76795008;98;92;89;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.117515;0.117515;-0.117515;1.000000;1.000000
445624.35630234;5696599.98769959;472.77614977;112;120;124;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.176825;0.176825;-0.176825;1.000000;1.000000
445624.36840065;5696600.19219788;472.77444984;88;83;82;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.164727;0.164727;-0.164727;1.000000;1.000000
445624.33780106;5696600.21819885;472.78265001;81;76;75;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.196669;0.196669;-0.196669;1.000000;1.000000
445624.34740074;5696600.21969803;472.78084995;99;91;88;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.187333;0.187333;-0.187333;1.000000;1.000000
445624.42140205;5696600.00739868;472.77234985;156;164;168;41634.000000;1.000000;1.000000;1.000000;1.000000;-0.111725;0.111725;-0.111725;1.000000;1.000000
445624.33510216;5696600.05979736;472.77364971;78;79;82;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.198025;0.198025;-0.198025;1.000000;1.000000
445624.35530098;5696600.05089767;472.77215006;72;73;77;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.177826;0.177826;-0.177826;1.000000;1.000000
445624.36400230;5696600.04310043;472.77244999;63;65;69;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.169125;0.169125;-0.169125;1.000000;1.000000
445624.36130150;5696600.11569794;472.77554991;84;83;84;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.171826;0.171826;-0.171826;1.000000;1.000000
445624.42480095;5696600.16599854;472.76734974;78;75;75;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.108326;0.108326;-0.108326;1.000000;1.000000
445624.40260132;5696600.00679977;472.77374985;169;178;180;44975.000000;1.000000;1.000000;1.000000;1.000000;-0.130526;0.130526;-0.130526;1.000000;1.000000
445624.41080101;5696600.04339798;472.77224972;67;70;73;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.122326;0.122326;-0.122326;1.000000;1.000000
